etab|x|y|annee|commune|secteur|acad|dep|nom_norme|ep|effectif_1er_cycle|ips_total|note_ecrit_dnb|ens_inf_35_ans
0900335A|989555.5|6733767.1|2014|90010|privé sous contrat|BesanÃ§on|90|COLLEGE PRIVE SAINTE MARIE|Hors EP|883|105|8|33
0900335A|989555.5|6733767.1|2015|90010|privé sous contrat|BesanÃ§on|90|COLLEGE PRIVE SAINTE MARIE|Hors EP|868|117.4|12.1|26.7
0900335A|989555.5|6733767.1|2016|90010|privé sous contrat|BesanÃ§on|90|COLLEGE PRIVE SAINTE MARIE|Hors EP|889|88.4|9|34.2
0900335A|989555.5|6733767.1|2017|90010|privé sous contrat|BesanÃ§on|90|COLLEGE PRIVE SAINTE MARIE|Hors EP|879|97.3|10.5|25.8
0900351T|988237.4|6732485.4|2014|90010|public|BesanÃ§on|90|COLLEGE SIMONE SIGNORET|REP+|287|94.4|10.7|27.2
0900351T|988237.4|6732485.4|2015|90010|public|BesanÃ§on|90|COLLEGE SIMONE SIGNORET|REP+|288|94.2|12.3|27.5
0900351T|988237.4|6732485.4|2016|90010|public|BesanÃ§on|90|COLLEGE SIMONE SIGNORET|REP+|283|98.7|9.8|19.8
0900351T|988237.4|6732485.4|2017|90010|public|BesanÃ§on|90|COLLEGE SIMONE SIGNORET|REP+|309|86.8|8.1|33.2
0910009R|662871.2|6844828.8|2014|91114|public|Versailles|91|COLLEGE LOUIS PASTEUR|Hors EP|659|117.4|10.1|0
0910009R|662871.2|6844828.8|2015|91114|public|Versailles|91|COLLEGE LOUIS PASTEUR|Hors EP|649|118.1|8.3|3.4
0910009R|662871.2|6844828.8|2016|91114|public|Versailles|91|COLLEGE LOUIS PASTEUR|Hors EP|632|86|7.8|4.4
0910009R|662871.2|6844828.8|2017|91114|public|Versailles|91|COLLEGE LOUIS PASTEUR|Hors EP|649|128.9|10.5|0
0910016Y|657565.2|6842889.1|2014|91201|public|Versailles|91|COLLEGE ALPHONSE DAUDET|Hors EP|663|88.6|11.9|5.8
0910016Y|657565.2|6842889.1|2015|91201|public|Versailles|91|COLLEGE ALPHONSE DAUDET|Hors EP|660|118.7|9.5|26.6
0910016Y|657565.2|6842889.1|2016|91201|public|Versailles|91|COLLEGE ALPHONSE DAUDET|Hors EP|665|117.8|11.6|25.2
0910016Y|657565.2|6842889.1|2017|91201|public|Versailles|91|COLLEGE ALPHONSE DAUDET|Hors EP|661|108.7|11.3|0
0910017Z|650017.1|6842307.3|2014|91216|public|Versailles|91|COLLEGE ANDRE MAUROIS|Hors EP|704|108.3|11|12.7
0910017Z|650017.1|6842307.3|2015|91216|public|Versailles|91|COLLEGE ANDRE MAUROIS|Hors EP|670|105.8|12.4|19.1
0910017Z|650017.1|6842307.3|2016|91216|public|Versailles|91|COLLEGE ANDRE MAUROIS|Hors EP|678|92.8|10.9|9.3
0910017Z|650017.1|6842307.3|2017|91216|public|Versailles|91|COLLEGE ANDRE MAUROIS|Hors EP|667|130.9|11.6|42.9
0910021D|659030.6|6836905.2|2014|91228|public|Versailles|91|COLLEGE LE VILLAGE|Hors EP|546|108.7|10.1|9
0910021D|659030.6|6836905.2|2015|91228|public|Versailles|91|COLLEGE LE VILLAGE|Hors EP|551|88.2|11.6|20
0910021D|659030.6|6836905.2|2016|91228|public|Versailles|91|COLLEGE LE VILLAGE|Hors EP|595|125.1|12.5|43.2
0910021D|659030.6|6836905.2|2017|91228|public|Versailles|91|COLLEGE LE VILLAGE|Hors EP|601|92.6|10.3|30.2
0910024G|635805.9|6844805|2014|91272|public|Versailles|91|COLLEGE JULIETTE ADAM|Hors EP|578|87.8|11.2|11.1
0910024G|635805.9|6844805|2015|91272|public|Versailles|91|COLLEGE JULIETTE ADAM|Hors EP|566|81.7|9.9|27
0910024G|635805.9|6844805|2016|91272|public|Versailles|91|COLLEGE JULIETTE ADAM|Hors EP|550|123.6|10.2|45.5
0910024G|635805.9|6844805|2017|91272|public|Versailles|91|COLLEGE JULIETTE ADAM|Hors EP|564|124.7|9.1|19.2
0910025H|655099.5|6845153.7|2014|91027|public|Versailles|91|COLLEGE WOLFGANG AMADEUS MOZART|Hors EP|470|123.9|9.3|10.7
0910025H|655099.5|6845153.7|2015|91027|public|Versailles|91|COLLEGE WOLFGANG AMADEUS MOZART|Hors EP|462|117.8|9.1|20.6
0910025H|655099.5|6845153.7|2016|91027|public|Versailles|91|COLLEGE WOLFGANG AMADEUS MOZART|Hors EP|491|84.6|10.9|19.7
0910025H|655099.5|6845153.7|2017|91027|public|Versailles|91|COLLEGE WOLFGANG AMADEUS MOZART|Hors EP|491|94|11.9|34.9
0910028L|632475.2|6838439|2014|91338|public|Versailles|91|COLLEGE MICHEL VIGNAUD|Hors EP|752|77.7|12|38
0910028L|632475.2|6838439|2015|91338|public|Versailles|91|COLLEGE MICHEL VIGNAUD|Hors EP|746|104.9|10.9|22.9
0910028L|632475.2|6838439|2016|91338|public|Versailles|91|COLLEGE MICHEL VIGNAUD|Hors EP|701|81.1|13.6|26.3
0910028L|632475.2|6838439|2017|91338|public|Versailles|91|COLLEGE MICHEL VIGNAUD|Hors EP|754|101.2|12.8|30.9
0910041A|651012.7|6844987.1|2014|91432|public|Versailles|91|COLLEGE MICHEL VIGNAUD|Hors EP|577|97.6|11.4|54.8
0910041A|651012.7|6844987.1|2015|91432|public|Versailles|91|COLLEGE MICHEL VIGNAUD|Hors EP|591|90.1|12.8|30.4
0910041A|651012.7|6844987.1|2016|91432|public|Versailles|91|COLLEGE MICHEL VIGNAUD|Hors EP|604|137.9|8.7|24.6
0910041A|651012.7|6844987.1|2017|91432|public|Versailles|91|COLLEGE MICHEL VIGNAUD|Hors EP|624|102.3|7.5|9.5
0910042B|651859.8|6839135.3|2014|91434|public|Versailles|91|COLLEGE JEAN ZAY|Hors EP|627|91.6|13.4|0
0910042B|651859.8|6839135.3|2015|91434|public|Versailles|91|COLLEGE JEAN ZAY|Hors EP|593|104.4|13.2|44.6
0910042B|651859.8|6839135.3|2016|91434|public|Versailles|91|COLLEGE JEAN ZAY|Hors EP|574|135.9|9.3|45.9
0910042B|651859.8|6839135.3|2017|91434|public|Versailles|91|COLLEGE JEAN ZAY|Hors EP|592|79.2|11.6|42.5
0910045E|643786.4|6845284.6|2014|91477|public|Versailles|91|COLLEGE CHARLES PEGUY|Hors EP|355|95.8|9.3|30.3
0910045E|643786.4|6845284.6|2015|91477|public|Versailles|91|COLLEGE CHARLES PEGUY|Hors EP|368|64.6|8.2|34
0910045E|643786.4|6845284.6|2016|91477|public|Versailles|91|COLLEGE CHARLES PEGUY|Hors EP|338|130.1|9.1|21.2
0910045E|643786.4|6845284.6|2017|91477|public|Versailles|91|COLLEGE CHARLES PEGUY|Hors EP|394|84.2|11.5|34.8
0910046F|644178.5|6845980.9|2014|91477|public|Versailles|91|COLLEGE JOSEPH BARA|Hors EP|403|131.9|11.1|37.2
0910046F|644178.5|6845980.9|2015|91477|public|Versailles|91|COLLEGE JOSEPH BARA|Hors EP|399|104.9|8.6|32.4
0910046F|644178.5|6845980.9|2016|91477|public|Versailles|91|COLLEGE JOSEPH BARA|Hors EP|386|107.8|13.7|38.5
0910046F|644178.5|6845980.9|2017|91477|public|Versailles|91|COLLEGE JOSEPH BARA|Hors EP|416|98.5|8.6|9.6
0910049J|655883.9|6839302.1|2014|91521|public|Versailles|91|COLLEGE ALBERT CAMUS|REP|740|45.6|9.6|38.2
0910049J|655883.9|6839302.1|2015|91521|public|Versailles|91|COLLEGE ALBERT CAMUS|REP|738|108.2|10.1|0
0910049J|655883.9|6839302.1|2016|91521|public|Versailles|91|COLLEGE ALBERT CAMUS|REP|759|100.4|10.4|36.9
0910049J|655883.9|6839302.1|2017|91521|public|Versailles|91|COLLEGE ALBERT CAMUS|REP|810|85.8|9.3|33.1
0910056S|653487.6|6839771.3|2014|91687|public|Versailles|91|COLLEGE OLIVIER DE SERRES|REP|336|93.6|12.5|0
0910056S|653487.6|6839771.3|2015|91687|public|Versailles|91|COLLEGE OLIVIER DE SERRES|REP|347|96|7.3|0
0910056S|653487.6|6839771.3|2016|91687|public|Versailles|91|COLLEGE OLIVIER DE SERRES|REP|334|103.2|11.7|14.6
0910056S|653487.6|6839771.3|2017|91687|public|Versailles|91|COLLEGE OLIVIER DE SERRES|REP|355|85|10.2|33.8
0910057T|645183.2|6849635.2|2014|91645|public|Versailles|91|COLLEGE JEAN MOULIN|Hors EP|561|102.5|9.7|37
0910057T|645183.2|6849635.2|2015|91645|public|Versailles|91|COLLEGE JEAN MOULIN|Hors EP|537|105.4|9|0
0910057T|645183.2|6849635.2|2016|91645|public|Versailles|91|COLLEGE JEAN MOULIN|Hors EP|542|138.5|12.1|45.7
0910057T|645183.2|6849635.2|2017|91645|public|Versailles|91|COLLEGE JEAN MOULIN|Hors EP|573|94.9|10.1|31.2
0910060W|654055.3|6841803|2014|91687|public|Versailles|91|COLLEGE FELIX ESCLANGON|Hors EP|499|106.9|10.1|1.4
0910060W|654055.3|6841803|2015|91687|public|Versailles|91|COLLEGE FELIX ESCLANGON|Hors EP|491|92|11.5|37.3
0910060W|654055.3|6841803|2016|91687|public|Versailles|91|COLLEGE FELIX ESCLANGON|Hors EP|484|100.4|11.6|26.9
0910060W|654055.3|6841803|2017|91687|public|Versailles|91|COLLEGE FELIX ESCLANGON|Hors EP|493|93.5|11.2|32.6
0910062Y|662376.9|6846307.1|2014|91691|public|Versailles|91|COLLEGE GUILLAUME BUDE|Hors EP|744|94.7|9.3|1.1
0910062Y|662376.9|6846307.1|2015|91691|public|Versailles|91|COLLEGE GUILLAUME BUDE|Hors EP|798|117.5|12.2|24.3
0910062Y|662376.9|6846307.1|2016|91691|public|Versailles|91|COLLEGE GUILLAUME BUDE|Hors EP|803|81.7|12.2|42.3
0910062Y|662376.9|6846307.1|2017|91691|public|Versailles|91|COLLEGE GUILLAUME BUDE|Hors EP|794|108.6|9.9|34.1
0910624J|648168.9|6848389.4|2014|91377|public|Versailles|91|COLLEGE BLAISE PASCAL|REP|398|98.7|10.8|17.3
0910624J|648168.9|6848389.4|2015|91377|public|Versailles|91|COLLEGE BLAISE PASCAL|REP|396|106.2|10.5|23.2
0910624J|648168.9|6848389.4|2016|91377|public|Versailles|91|COLLEGE BLAISE PASCAL|REP|402|144.1|11.7|33.1
0910624J|648168.9|6848389.4|2017|91377|public|Versailles|91|COLLEGE BLAISE PASCAL|REP|426|106.8|10.9|0
0910677S|659468|6845100.2|2014|91421|public|Versailles|91|COLLEGE WEILER|Hors EP|617|105.2|11.8|10.9
0910677S|659468|6845100.2|2015|91421|public|Versailles|91|COLLEGE WEILER|Hors EP|567|74.2|11.4|6.5
0910677S|659468|6845100.2|2016|91421|public|Versailles|91|COLLEGE WEILER|Hors EP|568|97.3|9.8|28.1
0910677S|659468|6845100.2|2017|91421|public|Versailles|91|COLLEGE WEILER|Hors EP|598|118.7|10.3|37.5
0910678T|651405.1|6838088.2|2014|91549|public|Versailles|91|COLLEGE JEAN MACE|REP|479|107.4|12.4|2.1
0910678T|651405.1|6838088.2|2015|91549|public|Versailles|91|COLLEGE JEAN MACE|REP|497|105.3|10.8|39.1
0910678T|651405.1|6838088.2|2016|91549|public|Versailles|91|COLLEGE JEAN MACE|REP|486|124.5|12|31.7
0910678T|651405.1|6838088.2|2017|91549|public|Versailles|91|COLLEGE JEAN MACE|REP|502|102.1|9|39.9
0910714G|664625.8|6845337.4|2014|91114|public|Versailles|91|COLLEGE ALBERT CAMUS|Hors EP|409|92.3|10.4|15.3
0910714G|664625.8|6845337.4|2015|91114|public|Versailles|91|COLLEGE ALBERT CAMUS|Hors EP|417|108.1|11.5|48.2
0910714G|664625.8|6845337.4|2016|91114|public|Versailles|91|COLLEGE ALBERT CAMUS|Hors EP|408|124.8|9.1|20.7
0910714G|664625.8|6845337.4|2017|91114|public|Versailles|91|COLLEGE ALBERT CAMUS|Hors EP|410|105.8|11.7|1.3
0910716J|651515.7|6841590.1|2014|91589|public|Versailles|91|COLLEGE JEAN MERMOZ|REP|279|80.3|10|15
0910716J|651515.7|6841590.1|2015|91589|public|Versailles|91|COLLEGE JEAN MERMOZ|REP|288|102.7|9.4|34.9
0910716J|651515.7|6841590.1|2016|91589|public|Versailles|91|COLLEGE JEAN MERMOZ|REP|288|84.1|9.5|12.7
0910716J|651515.7|6841590.1|2017|91589|public|Versailles|91|COLLEGE JEAN MERMOZ|REP|295|126.9|7.9|17.5
0910717K|637813|6815124.9|2014|91223|public|Versailles|91|COLLEGE JEAN ETIENNE GUETTARD|Hors EP|645|96.1|12.8|36.3
0910717K|637813|6815124.9|2015|91223|public|Versailles|91|COLLEGE JEAN ETIENNE GUETTARD|Hors EP|616|77.9|13.2|22.9
0910717K|637813|6815124.9|2016|91223|public|Versailles|91|COLLEGE JEAN ETIENNE GUETTARD|Hors EP|608|96.6|6.6|23.8
0910717K|637813|6815124.9|2017|91223|public|Versailles|91|COLLEGE JEAN ETIENNE GUETTARD|Hors EP|623|83.3|9.8|16.3
0910718L|648044.8|6843722.4|2014|91345|public|Versailles|91|COLLEGE LOUIS PASTEUR|Hors EP|602|140.4|12.1|24
0910718L|648044.8|6843722.4|2015|91345|public|Versailles|91|COLLEGE LOUIS PASTEUR|Hors EP|597|118.6|9.7|42.3
0910718L|648044.8|6843722.4|2016|91345|public|Versailles|91|COLLEGE LOUIS PASTEUR|Hors EP|645|94.1|11.9|20
0910718L|648044.8|6843722.4|2017|91345|public|Versailles|91|COLLEGE LOUIS PASTEUR|Hors EP|682|98.5|10.4|0
0910752Y|660801.8|6834091.3|2014|91174|public|Versailles|91|COLLEGE LE CHANTEMERLE|Hors EP|536|96.4|10.3|57.6
0910752Y|660801.8|6834091.3|2015|91174|public|Versailles|91|COLLEGE LE CHANTEMERLE|Hors EP|558|110.6|13.5|4.1
0910752Y|660801.8|6834091.3|2016|91174|public|Versailles|91|COLLEGE LE CHANTEMERLE|Hors EP|574|116.2|10.1|8.7
0910752Y|660801.8|6834091.3|2017|91174|public|Versailles|91|COLLEGE LE CHANTEMERLE|Hors EP|587|93.6|13.8|39.2
0910773W|653715.9|6825607.9|2014|91045|public|Versailles|91|COLLEGE LE SAUSSAY|Hors EP|594|89.1|12.2|9.4
0910773W|653715.9|6825607.9|2015|91045|public|Versailles|91|COLLEGE LE SAUSSAY|Hors EP|632|126.3|10.2|42.6
0910773W|653715.9|6825607.9|2016|91045|public|Versailles|91|COLLEGE LE SAUSSAY|Hors EP|619|126.2|12.2|47.4
0910773W|653715.9|6825607.9|2017|91045|public|Versailles|91|COLLEGE LE SAUSSAY|Hors EP|619|112.5|9.3|22
0910775Y|649707.3|6837666|2014|91570|public|Versailles|91|COLLEGE NICOLAS BOILEAU|Hors EP|580|137.3|11|14.5
0910775Y|649707.3|6837666|2015|91570|public|Versailles|91|COLLEGE NICOLAS BOILEAU|Hors EP|609|109.2|10.3|17.1
0910775Y|649707.3|6837666|2016|91570|public|Versailles|91|COLLEGE NICOLAS BOILEAU|Hors EP|616|119.4|8.9|20.4
0910775Y|649707.3|6837666|2017|91570|public|Versailles|91|COLLEGE NICOLAS BOILEAU|Hors EP|639|132.3|11.4|20.3
0910776Z|657197.1|6844952.6|2014|91657|public|Versailles|91|COLLEGE PAUL ELUARD|REP|710|83.6|10|36.9
0910776Z|657197.1|6844952.6|2015|91657|public|Versailles|91|COLLEGE PAUL ELUARD|REP|703|116.1|12|11.3
0910776Z|657197.1|6844952.6|2016|91657|public|Versailles|91|COLLEGE PAUL ELUARD|REP|704|102.1|10.1|7.7
0910776Z|657197.1|6844952.6|2017|91657|public|Versailles|91|COLLEGE PAUL ELUARD|REP|745|109.8|11.1|45.8
0910777A|649173.1|6845086.4|2014|91161|public|Versailles|91|COLLEGE LES DINES CHIENS|Hors EP|690|85|12.3|53.1
0910777A|649173.1|6845086.4|2015|91161|public|Versailles|91|COLLEGE LES DINES CHIENS|Hors EP|697|98.6|9.6|12.8
0910777A|649173.1|6845086.4|2016|91161|public|Versailles|91|COLLEGE LES DINES CHIENS|Hors EP|730|128.7|12.7|13
0910777A|649173.1|6845086.4|2017|91161|public|Versailles|91|COLLEGE LES DINES CHIENS|Hors EP|715|121.6|8.9|57.8
0910817U|659884.3|6845512.5|2014|91421|privé sous contrat|Versailles|91|COLLEGE PRIVE SAINTE THERESE|Hors EP|518|121.6|8.7|27.7
0910817U|659884.3|6845512.5|2015|91421|privé sous contrat|Versailles|91|COLLEGE PRIVE SAINTE THERESE|Hors EP|547|85.1|13.3|42.6
0910817U|659884.3|6845512.5|2016|91421|privé sous contrat|Versailles|91|COLLEGE PRIVE SAINTE THERESE|Hors EP|571|97.5|10.3|14.5
0910817U|659884.3|6845512.5|2017|91421|privé sous contrat|Versailles|91|COLLEGE PRIVE SAINTE THERESE|Hors EP|612|95.4|8.7|19.2
0910820X|644256.3|6845750.6|2014|91477|privé sous contrat|Versailles|91|COLLEGE PRIVE SAINT MARTIN|Hors EP|342|101.4|12.4|36.6
0910820X|644256.3|6845750.6|2015|91477|privé sous contrat|Versailles|91|COLLEGE PRIVE SAINT MARTIN|Hors EP|345|105|10.9|28.7
0910820X|644256.3|6845750.6|2016|91477|privé sous contrat|Versailles|91|COLLEGE PRIVE SAINT MARTIN|Hors EP|367|91.2|11.1|12.7
0910820X|644256.3|6845750.6|2017|91477|privé sous contrat|Versailles|91|COLLEGE PRIVE SAINT MARTIN|Hors EP|384|101.1|11.7|24.2
0910827E|648579|6834126.7|2014|91103|privé sous contrat|Versailles|91|COLLEGE PRIVE JEANNE D ARC|Hors EP|498|98.5|9.8|30.6
0910827E|648579|6834126.7|2015|91103|privé sous contrat|Versailles|91|COLLEGE PRIVE JEANNE D ARC|Hors EP|496|109.4|9.8|35.9
0910827E|648579|6834126.7|2016|91103|privé sous contrat|Versailles|91|COLLEGE PRIVE JEANNE D ARC|Hors EP|507|94.7|9.7|15.1
0910827E|648579|6834126.7|2017|91103|privé sous contrat|Versailles|91|COLLEGE PRIVE JEANNE D ARC|Hors EP|505|111.3|10.1|51.6
0910829G|662086.7|6834600.6|2014|91174|privé sous contrat|Versailles|91|COLLEGE PRIVE SAINT SPIRE|Hors EP|668|111.2|11.4|24.1
0910829G|662086.7|6834600.6|2015|91174|privé sous contrat|Versailles|91|COLLEGE PRIVE SAINT SPIRE|Hors EP|732|95.5|9.9|19.8
0910829G|662086.7|6834600.6|2016|91174|privé sous contrat|Versailles|91|COLLEGE PRIVE SAINT SPIRE|Hors EP|797|98|10|37.5
0910829G|662086.7|6834600.6|2017|91174|privé sous contrat|Versailles|91|COLLEGE PRIVE SAINT SPIRE|Hors EP|868|106.8|9.9|32.5
0910830H|656543.5|6842895.2|2014|91201|privé sous contrat|Versailles|91|COLLEGE PRIVE NOTRE DAME|Hors EP|299|84.3|10.6|30.9
0910830H|656543.5|6842895.2|2015|91201|privé sous contrat|Versailles|91|COLLEGE PRIVE NOTRE DAME|Hors EP|335|111.7|8.9|34
0910830H|656543.5|6842895.2|2016|91201|privé sous contrat|Versailles|91|COLLEGE PRIVE NOTRE DAME|Hors EP|364|102|13.4|10.3
0910830H|656543.5|6842895.2|2017|91201|privé sous contrat|Versailles|91|COLLEGE PRIVE NOTRE DAME|Hors EP|367|95.3|11.7|41.3
0910836P|652031.4|6841864.3|2014|91589|privé sous contrat|Versailles|91|COLLEGE PRIVE DU SACRE COEUR|Hors EP|166|94.9|10.1|15.7
0910836P|652031.4|6841864.3|2015|91589|privé sous contrat|Versailles|91|COLLEGE PRIVE DU SACRE COEUR|Hors EP|190|121.5|11.7|26.6
0910836P|652031.4|6841864.3|2016|91589|privé sous contrat|Versailles|91|COLLEGE PRIVE DU SACRE COEUR|Hors EP|197|64.1|10.1|32.7
0910836P|652031.4|6841864.3|2017|91589|privé sous contrat|Versailles|91|COLLEGE PRIVE DU SACRE COEUR|Hors EP|215|78.5|10.6|23.6
0910859P|646112.9|6848590.1|2014|91377|public|Versailles|91|COLLEGE GERARD PHILIPE|Hors EP|521|103.4|11.6|22.5
0910859P|646112.9|6848590.1|2015|91377|public|Versailles|91|COLLEGE GERARD PHILIPE|Hors EP|532|112.1|12.5|11.2
0910859P|646112.9|6848590.1|2016|91377|public|Versailles|91|COLLEGE GERARD PHILIPE|Hors EP|566|93.7|10.3|31.3
0910859P|646112.9|6848590.1|2017|91377|public|Versailles|91|COLLEGE GERARD PHILIPE|Hors EP|578|125|9.8|18
0910860R|649854.2|6838624.5|2014|91549|public|Versailles|91|COLLEGE JULES FERRY|Hors EP|710|125.2|13.5|7.6
0910860R|649854.2|6838624.5|2015|91549|public|Versailles|91|COLLEGE JULES FERRY|Hors EP|739|129|10.4|19.7
0910860R|649854.2|6838624.5|2016|91549|public|Versailles|91|COLLEGE JULES FERRY|Hors EP|747|110.1|11.7|19.8
0910860R|649854.2|6838624.5|2017|91549|public|Versailles|91|COLLEGE JULES FERRY|Hors EP|782|112.6|10.5|16.9
0910967G|637988.6|6844859.8|2014|91122|public|Versailles|91|COLLEGE LA GUYONNERIE|Hors EP|490|120.7|11.5|23.5
0910967G|637988.6|6844859.8|2015|91122|public|Versailles|91|COLLEGE LA GUYONNERIE|Hors EP|479|85.9|12.1|21.1
0910967G|637988.6|6844859.8|2016|91122|public|Versailles|91|COLLEGE LA GUYONNERIE|Hors EP|490|135.2|12.2|21.1
0910967G|637988.6|6844859.8|2017|91122|public|Versailles|91|COLLEGE LA GUYONNERIE|Hors EP|494|134.4|6.8|37.8
0910968H|640996.9|6845176.3|2014|91471|public|Versailles|91|COLLEGE ALAIN FOURNIER|Hors EP|501|79.5|13.2|31.3
0910968H|640996.9|6845176.3|2015|91471|public|Versailles|91|COLLEGE ALAIN FOURNIER|Hors EP|522|92.5|9.5|29
0910968H|640996.9|6845176.3|2016|91471|public|Versailles|91|COLLEGE ALAIN FOURNIER|Hors EP|524|91.2|11.2|33.8
0910968H|640996.9|6845176.3|2017|91471|public|Versailles|91|COLLEGE ALAIN FOURNIER|Hors EP|536|97.2|9.3|42.8
0910969J|642632.7|6848959.3|2014|91312|public|Versailles|91|COLLEGE EMILE ZOLA|Hors EP|746|142.3|10.9|0
0910969J|642632.7|6848959.3|2015|91312|public|Versailles|91|COLLEGE EMILE ZOLA|Hors EP|737|103.4|8.6|28.1
0910969J|642632.7|6848959.3|2016|91312|public|Versailles|91|COLLEGE EMILE ZOLA|Hors EP|743|97.3|10.5|50.2
0910969J|642632.7|6848959.3|2017|91312|public|Versailles|91|COLLEGE EMILE ZOLA|Hors EP|761|79.1|9.9|25.2
0910971L|653206|6841110.8|2014|91687|public|Versailles|91|COLLEGE LES SABLONS|REP|484|105.2|10.2|28.8
0910971L|653206|6841110.8|2015|91687|public|Versailles|91|COLLEGE LES SABLONS|REP|489|117.5|12|20.7
0910971L|653206|6841110.8|2016|91687|public|Versailles|91|COLLEGE LES SABLONS|REP|484|106.7|11.4|48.8
0910971L|653206|6841110.8|2017|91687|public|Versailles|91|COLLEGE LES SABLONS|REP|479|91.6|10.9|17.3
0910973N|656324.7|6841818.4|2014|91201|public|Versailles|91|COLLEGE EUGENE DELACROIX|Hors EP|527|84.4|12.8|17.7
0910973N|656324.7|6841818.4|2015|91201|public|Versailles|91|COLLEGE EUGENE DELACROIX|Hors EP|545|82.9|12.2|41
0910973N|656324.7|6841818.4|2016|91201|public|Versailles|91|COLLEGE EUGENE DELACROIX|Hors EP|530|104.8|11|36.8
0910973N|656324.7|6841818.4|2017|91201|public|Versailles|91|COLLEGE EUGENE DELACROIX|Hors EP|518|93.9|11.7|6.5
0910977T|651757.8|6820000.5|2014|91232|public|Versailles|91|COLLEGE ALBERT CAMUS|Hors EP|312|95.9|10.6|32.3
0910977T|651757.8|6820000.5|2015|91232|public|Versailles|91|COLLEGE ALBERT CAMUS|Hors EP|335|109.8|11.7|6.9
0910977T|651757.8|6820000.5|2016|91232|public|Versailles|91|COLLEGE ALBERT CAMUS|Hors EP|339|92.3|10.7|26.7
0910977T|651757.8|6820000.5|2017|91232|public|Versailles|91|COLLEGE ALBERT CAMUS|Hors EP|343|116.4|9.8|32.4
0910979V|661455.9|6846621.6|2014|91191|public|Versailles|91|COLLEGE BELLEVUE|Hors EP|779|90|12.9|31
0910979V|661455.9|6846621.6|2015|91191|public|Versailles|91|COLLEGE BELLEVUE|Hors EP|781|131.5|12.6|10.4
0910979V|661455.9|6846621.6|2016|91191|public|Versailles|91|COLLEGE BELLEVUE|Hors EP|796|100.3|11.1|8.6
0910979V|661455.9|6846621.6|2017|91191|public|Versailles|91|COLLEGE BELLEVUE|Hors EP|795|99.1|12.1|23.4
0910980W|646238.4|6837661.4|2014|91425|privé sous contrat|Versailles|91|COLLEGE PRIVE MOREAU|Hors EP|210|105.4|9.7|10.7
0910980W|646238.4|6837661.4|2015|91425|privé sous contrat|Versailles|91|COLLEGE PRIVE MOREAU|Hors EP|203|91.9|9.9|20
0910980W|646238.4|6837661.4|2016|91425|privé sous contrat|Versailles|91|COLLEGE PRIVE MOREAU|Hors EP|185|116.8|10.3|0.5
0910980W|646238.4|6837661.4|2017|91425|privé sous contrat|Versailles|91|COLLEGE PRIVE MOREAU|Hors EP|205|91.7|10|20.2
0911015J|627139.8|6825741.1|2014|91200|privé sous contrat|Versailles|91|COLLEGE PRIVE JEANNE D ARC|Hors EP|375|108.8|11.5|13.7
0911015J|627139.8|6825741.1|2015|91200|privé sous contrat|Versailles|91|COLLEGE PRIVE JEANNE D ARC|Hors EP|381|92.7|13.1|0.2
0911015J|627139.8|6825741.1|2016|91200|privé sous contrat|Versailles|91|COLLEGE PRIVE JEANNE D ARC|Hors EP|425|133.1|11.7|28.2
0911015J|627139.8|6825741.1|2017|91200|privé sous contrat|Versailles|91|COLLEGE PRIVE JEANNE D ARC|Hors EP|403|88.8|12.2|28.1
0911022S|665272.8|6842419.5|2014|91097|public|Versailles|91|COLLEGE ANDRE DUNOYER DE SEGONZAC|Hors EP|806|96.8|11.4|33.3
0911022S|665272.8|6842419.5|2015|91097|public|Versailles|91|COLLEGE ANDRE DUNOYER DE SEGONZAC|Hors EP|807|104.1|8.7|25.2
0911022S|665272.8|6842419.5|2016|91097|public|Versailles|91|COLLEGE ANDRE DUNOYER DE SEGONZAC|Hors EP|849|100.3|10.8|25
0911022S|665272.8|6842419.5|2017|91097|public|Versailles|91|COLLEGE ANDRE DUNOYER DE SEGONZAC|Hors EP|847|83.5|8.7|2.2
0911024U|661626.3|6832541.1|2014|91174|public|Versailles|91|COLLEGE LOUISE MICHEL|REP+|449|109.5|9.2|28.6
0911024U|661626.3|6832541.1|2015|91174|public|Versailles|91|COLLEGE LOUISE MICHEL|REP+|526|116.5|9.9|42.8
0911024U|661626.3|6832541.1|2016|91174|public|Versailles|91|COLLEGE LOUISE MICHEL|REP+|574|101.2|11.7|20.4
0911024U|661626.3|6832541.1|2017|91174|public|Versailles|91|COLLEGE LOUISE MICHEL|REP+|633|105.5|12|42
0911025V|656540.9|6837802.9|2014|91521|public|Versailles|91|COLLEGE JEAN LURCAT|REP|812|108.8|10.6|21.6
0911025V|656540.9|6837802.9|2015|91521|public|Versailles|91|COLLEGE JEAN LURCAT|REP|822|118.5|9.6|4.5
0911025V|656540.9|6837802.9|2016|91521|public|Versailles|91|COLLEGE JEAN LURCAT|REP|806|87.4|9.6|37.1
0911025V|656540.9|6837802.9|2017|91521|public|Versailles|91|COLLEGE JEAN LURCAT|REP|832|93.2|12.6|16.5
0911027X|655474.5|6845940|2014|91027|public|Versailles|91|COLLEGE MICHEL RICHARD DELALANDE|REP|606|104.1|10|42.8
0911027X|655474.5|6845940|2015|91027|public|Versailles|91|COLLEGE MICHEL RICHARD DELALANDE|REP|616|113|9.8|28.7
